Ecosystem,Namespace,Name,Version,ExecutedCommands,Imports,MaliciousFileNames,Behavior,RemoteIPs,MetadataIPs,C2_IPs,C2_Domains,MD5,SHA1,SHA256,PackageMD5,PackageSHA1,PackageSHA256,MalwareFileSHA256,TarballSHA512,NpmIntegrity,Source,EvidenceType,Confidence,Notes,RemoteUrls,DownloadUrls,RegistryUrls,C2Domains,C2IPs,C2Urls,SourceUrls,Published,Detected,CollectedAt
npm,,keyv,6.0.0,node setup.mjs|bun Math_Symbol.js,,setup.mjs|Math_Symbol.js,1. Downloads a standalone Bun runtime; 2. Executes obfuscated second-stage JavaScript; 3. Harvests AWS Vault Kubernetes GitHub Actions and npm credentials; 4. Encrypts data using AES-256-GCM; 5. Exfiltrates data to attacker-controlled GitHub repositories and DNS-resolved destinations; 6. Self-propagates by publishing trojanized packages,169.254.169.254|169.254.170.2,169.254.169.254|169.254.170.2,,,,,,,,,,,,Socket,documented campaign behavior,high,Campaign-level behavior and loader indicators; package-specific hashes not yet collected.,https://github.com/oven-sh/bun/releases/download/bun-v1.3.13/|https://registry.npmjs.org/-/whoami|https://registry.npmjs.org/-/npm/v1/tokens|https://registry.npmjs.org/-/npm/v1/oidc/token/exchange/package/,https://github.com/oven-sh/bun/releases/download/bun-v1.3.13/,https://registry.npmjs.org/-/whoami|https://registry.npmjs.org/-/npm/v1/tokens|https://registry.npmjs.org/-/npm/v1/oidc/token/exchange/package/,,,,https://socket.dev/blog/popular-npm-packages-in-the-keyv-and-cacheable-namespaces-compromised-in-active-supply-chain|https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T09:35:00.763Z,2026-08-04T09:41:25.543Z,
npm,@thiennq,docs-viewer,1.6.2,node setup.mjs|bun Math_Symbol.js,,setup.mjs|Math_Symbol.js,1. Downloads a standalone Bun runtime; 2. Executes obfuscated second-stage JavaScript; 3. Harvests AWS Vault Kubernetes GitHub Actions and npm credentials; 4. Encrypts data using AES-256-GCM; 5. Exfiltrates data to attacker-controlled GitHub repositories and DNS-resolved destinations; 6. Self-propagates by publishing trojanized packages,169.254.169.254|169.254.170.2,169.254.169.254|169.254.170.2,,,,,,,,,,,,Socket,documented campaign behavior,high,Campaign-level behavior and loader indicators; package-specific hashes not yet collected.,https://github.com/oven-sh/bun/releases/download/bun-v1.3.13/|https://registry.npmjs.org/-/whoami|https://registry.npmjs.org/-/npm/v1/tokens|https://registry.npmjs.org/-/npm/v1/oidc/token/exchange/package/,https://github.com/oven-sh/bun/releases/download/bun-v1.3.13/,https://registry.npmjs.org/-/whoami|https://registry.npmjs.org/-/npm/v1/tokens|https://registry.npmjs.org/-/npm/v1/oidc/token/exchange/package/,,,,https://socket.dev/blog/popular-npm-packages-in-the-keyv-and-cacheable-namespaces-compromised-in-active-supply-chain|https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T09:38:13.626Z,2026-08-04T09:44:25.577Z,
npm,@servicetitan,design-system,14.5.6,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.792Z,2026-08-04T10:48:50.457Z,
npm,@servicetitan,design-system,14.5.4,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.957Z,2026-08-04T10:48:55.924Z,
npm,@servicetitan,moneyout-api-client,1.29.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.040Z,2026-08-04T10:47:40.822Z,
npm,@servicetitan,link-item,41.3.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.064Z,2026-08-04T10:47:35.867Z,
npm,@servicetitan,tokens,12.9.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.643Z,2026-08-04T10:47:55.396Z,
npm,@servicetitan,tokens,12.9.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.792Z,2026-08-04T10:47:44.853Z,
npm,@servicetitan,anvil2,3.9.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:18.749Z,2026-08-04T10:48:00.766Z,
npm,@servicetitan,tokens,12.9.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.342Z,2026-08-04T10:47:46.637Z,
npm,@servicetitan,table,41.3.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.006Z,2026-08-04T10:47:48.366Z,
npm,@servicetitan,startup,38.1.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.103Z,2026-08-04T10:48:16.936Z,
npm,@servicetitan,startup,38.1.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.560Z,2026-08-04T10:48:05.998Z,
npm,@servicetitan,startup,38.1.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.536Z,2026-08-04T10:48:16.940Z,
npm,@servicetitan,hammer-react,1.42.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.963Z,2026-08-04T10:48:38.648Z,
npm,@servicetitan,web-components,38.1.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.728Z,2026-08-04T10:47:43.499Z,
npm,@servicetitan,ajax-handlers,38.1.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.487Z,2026-08-04T10:47:45.166Z,
npm,@servicetitan,mfe-quick-actions,0.5.51,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.215Z,2026-08-04T10:48:11.798Z,
npm,@servicetitan,cp-mfe-dev,1.115.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.435Z,2026-08-04T10:47:47.307Z,
npm,@servicetitan,anvil2,3.9.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.699Z,2026-08-04T10:48:00.740Z,
npm,@servicetitan,eslint-plugin-processors-stub,12.8.17,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:33.559Z,2026-08-04T10:47:39.453Z,
npm,@servicetitan,eslint-plugin-processors-stub,12.8.15,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.281Z,2026-08-04T10:47:45.093Z,
npm,@servicetitan,marketing-ui,9.3.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.017Z,2026-08-04T10:47:46.031Z,
npm,@servicetitan,eslint-plugin-processors-stub,12.8.16,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.180Z,2026-08-04T10:47:43.213Z,
npm,@servicetitan,marketing-ui,9.3.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.767Z,2026-08-04T10:48:03.478Z,
npm,@servicetitan,marketing-ui,9.3.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.563Z,2026-08-04T10:47:45.481Z,
npm,@servicetitan,anvil2-ext-common,0.7.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.366Z,2026-08-04T10:47:58.464Z,
npm,@servicetitan,anvil2-ext-common,0.7.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.298Z,2026-08-04T10:48:01.749Z,
npm,@servicetitan,cp-ui,1.115.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.678Z,2026-08-04T10:47:58.472Z,
npm,@servicetitan,admin-sql-table,1.0.15,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.049Z,2026-08-04T10:48:07.829Z,
npm,@servicetitan,admin-sql-table,1.0.16,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:33.563Z,2026-08-04T10:48:03.662Z,
npm,@servicetitan,anvil2-ext-common,0.7.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.265Z,2026-08-04T10:48:14.740Z,
npm,@servicetitan,cp-ui,1.115.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.873Z,2026-08-04T10:47:58.560Z,
npm,@servicetitan,cp-ui,1.115.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.546Z,2026-08-04T10:47:58.475Z,
npm,@servicetitan,admin-layout,2.4.4,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:39.733Z,2026-08-04T10:47:45.109Z,
npm,@servicetitan,mpa-components,2.5.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.844Z,2026-08-04T10:48:01.047Z,
npm,@servicetitan,assist-ui,2.1.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.666Z,2026-08-04T10:47:52.712Z,
npm,@servicetitan,mpa-components,2.5.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.901Z,2026-08-04T10:48:00.716Z,
npm,@servicetitan,mpa-components,2.5.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.115Z,2026-08-04T10:48:00.725Z,
npm,@servicetitan,admin-layout,2.4.5,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.503Z,2026-08-04T10:47:42.989Z,
npm,@servicetitan,anvil2-ext-atlas,4.0.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.248Z,2026-08-04T10:48:34.395Z,
npm,@servicetitan,admin-layout,2.4.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.505Z,2026-08-04T10:47:45.550Z,
npm,@servicetitan,line-item-editor,1.5.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.468Z,2026-08-04T10:47:48.370Z,
npm,@servicetitan,anvil2-ext-atlas,4.0.4,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.260Z,2026-08-04T10:48:34.522Z,
npm,@servicetitan,cp-mfe,1.115.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.020Z,2026-08-04T10:48:01.728Z,
npm,@servicetitan,anvil2-ext-atlas,4.0.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.710Z,2026-08-04T10:48:40.760Z,
npm,@servicetitan,temporal-lite,3.4.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.459Z,2026-08-04T10:47:40.900Z,
npm,@servicetitan,titan-chatbot-client,2.1.5,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.010Z,2026-08-04T10:48:18.991Z,
npm,@servicetitan,titan-chatbot-client,2.1.4,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.862Z,2026-08-04T10:48:18.785Z,
npm,@servicetitan,temporal-lite,3.4.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.719Z,2026-08-04T10:47:41.584Z,
npm,@servicetitan,temporal-lite,3.4.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:16.670Z,2026-08-04T10:47:41.513Z,
npm,@servicetitan,titan-chatbot-client,2.1.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.561Z,2026-08-04T10:48:18.932Z,
npm,@servicetitan,cp-mfe,1.115.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.477Z,2026-08-04T10:48:01.448Z,
npm,@servicetitan,onboarding-ui,18.5.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.762Z,2026-08-04T10:47:55.014Z,
npm,@servicetitan,onboarding-ui,18.5.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.226Z,2026-08-04T10:47:50.093Z,
npm,@servicetitan,tanstack-query-mobx,6.2.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.565Z,2026-08-04T10:47:54.264Z,
npm,@servicetitan,onboarding-ui,18.5.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:18.001Z,2026-08-04T10:47:44.331Z,
npm,@servicetitan,marketing-direct-mail-components,20.1.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.791Z,2026-08-04T10:48:10.823Z,
npm,@servicetitan,cp-mfe,1.115.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:33.490Z,2026-08-04T10:48:00.844Z,
npm,@servicetitan,cp-react-hooks,1.115.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.993Z,2026-08-04T10:48:00.708Z,
npm,@servicetitan,cp-react-hooks,1.115.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:33.982Z,2026-08-04T10:47:46.172Z,
npm,@servicetitan,tanstack-query-mobx,6.2.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.988Z,2026-08-04T10:48:00.723Z,
npm,@servicetitan,tanstack-query-mobx,6.2.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.856Z,2026-08-04T10:47:51.200Z,
npm,@servicetitan,cp-react-hooks,1.115.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:16.823Z,2026-08-04T10:47:57.097Z,
npm,@servicetitan,skeleton,9.2.6,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:33.656Z,2026-08-04T10:47:49.158Z,
npm,@servicetitan,forge,0.5.1,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:41:17.518Z,2026-08-04T10:49:20.259Z,
npm,@servicetitan,forge,0.5.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.144Z,2026-08-04T10:49:30.914Z,
npm,@servicetitan,forge,0.5.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.101Z,2026-08-04T10:49:20.251Z,
npm,@servicetitan,line-item-editor,1.5.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.771Z,2026-08-04T10:47:53.390Z,
npm,@servicetitan,marketing-direct-mail-components,20.1.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.154Z,2026-08-04T10:48:15.746Z,
npm,@servicetitan,marketing-direct-mail-components,20.1.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:35.235Z,2026-08-04T10:48:12.065Z,
npm,@servicetitan,line-item-editor,1.5.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.280Z,2026-08-04T10:47:52.844Z,
npm,@servicetitan,anvil-icon,0.5.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:40.589Z,2026-08-04T10:48:00.773Z,
npm,@servicetitan,assist-ui,2.1.2,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:42:41.420Z,2026-08-04T10:47:54.681Z,
npm,@servicetitan,assist-ui,2.1.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:34.870Z,2026-08-04T10:47:52.666Z,
npm,@servicetitan,microfront-utils,1.4.3,,,,,,,,,,,,,,,,,,Socket,documented campaign package listing,high,Package/version listed in the Socket campaign export; package-specific malware behavior and indicators require independent confirmation.,,,,,,,https://socket.dev/supply-chain-attacks/keyv-and-cacheable-compromise,2026-08-04T10:45:33.791Z,2026-08-04T10:48:17.906Z,
